Datazone 2011,All households,Unshared dwelling: Total,Unshared dwelling: Whole house or bungalow,Unshared dwelling: Whole house or bungalow: Detached,Unshared dwelling: Whole house or bungalow: Semi-detached,Unshared dwelling: Whole house or bungalow: Terraced (including end-terrace),"Unshared dwelling: Flat, maisonette or apartment","Unshared dwelling: Flat, maisonette or apartment: Purpose-built block of flats or tenement","Unshared dwelling: Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Unshared dwelling: Flat, maisonette or apartment: In a commercial building",Unshared dwelling: Caravan or other mobile or temporary structure,Shared dwelling
S01012644,301,301,203,45,69,89,98,96,2,0,0,0
S01012645,368,368,266,126,93,47,102,85,5,12,0,0
S01012646,405,405,349,206,122,21,56,55,1,0,0,0
S01012647,269,269,266,118,121,27,3,3,0,0,0,0
S01012648,229,229,225,14,18,193,4,4,0,0,0,0
S01012649,267,267,215,95,81,39,52,50,2,0,0,0
S01012650,266,266,238,118,101,19,28,26,1,1,0,0
S01012651,327,327,264,21,75,168,63,61,2,0,0,0
S01012652,431,431,377,233,137,7,54,53,1,0,0,0
S01012653,363,363,356,117,49,190,7,7,0,0,0,0
S01012654,326,326,297,185,61,51,29,27,2,0,0,0
S01012655,454,454,294,140,108,46,149,149,0,0,11,0
S01012656,405,405,354,32,39,283,50,49,1,0,1,0
S01012657,272,272,173,18,115,40,99,99,0,0,0,0
S01012658,424,424,406,99,227,80,18,16,2,0,0,0
S01012659,366,366,361,214,89,58,4,3,1,0,1,0
S01012660,326,326,272,47,135,90,54,54,0,0,0,0
S01012661,324,324,281,114,40,127,42,31,4,7,1,0
S01012662,370,370,184,34,32,118,186,184,1,1,0,0
S01012663,301,301,278,80,88,110,22,17,4,1,1,0
S01012664,462,462,312,67,94,151,149,127,12,10,1,0
S01012665,346,346,331,32,91,208,15,15,0,0,0,0
S01012666,337,337,328,14,92,222,8,8,0,0,1,0
S01012667,279,279,201,50,129,22,77,77,0,0,1,0
S01012668,347,347,244,14,96,134,103,102,1,0,0,0
S01012669,296,296,292,49,171,72,4,4,0,0,0,0
S01012670,295,295,290,83,110,97,5,3,2,0,0,0
S01012671,388,388,375,46,47,282,13,13,0,0,0,0
S01012672,361,361,275,14,64,197,86,86,0,0,0,0
S01012673,252,252,244,12,50,182,8,8,0,0,0,0
S01012674,240,240,197,15,33,149,43,43,0,0,0,0
S01012675,361,361,316,34,66,216,45,43,2,0,0,0
S01012676,307,307,304,24,66,214,3,3,0,0,0,0
S01012677,256,256,227,23,39,165,29,29,0,0,0,0
S01012678,268,268,266,27,230,9,1,1,0,0,1,0
S01012679,372,372,269,136,88,45,103,98,5,0,0,0
S01012680,210,210,203,118,52,33,7,7,0,0,0,0
S01012681,311,311,249,98,49,102,59,52,4,3,3,0
S01012682,315,315,286,133,65,88,29,21,3,5,0,0
S01012683,326,326,236,41,33,162,90,90,0,0,0,0
S01012684,219,219,183,43,96,44,36,34,2,0,0,0
S01012685,334,334,317,33,79,205,17,15,2,0,0,0
S01012686,434,434,305,161,104,40,129,92,29,8,0,0
S01012687,235,235,233,179,50,4,2,2,0,0,0,0
S01012688,449,449,159,44,55,60,290,222,46,22,0,0
S01012689,185,185,178,111,60,7,7,5,2,0,0,0
S01012690,202,202,197,65,127,5,5,4,0,1,0,0
S01012691,296,296,253,211,24,18,43,40,3,0,0,0
S01012692,334,334,229,53,113,63,105,99,5,1,0,0
S01012693,321,321,316,269,35,12,5,4,0,1,0,0
S01012694,200,200,196,58,44,94,4,4,0,0,0,0
S01012695,306,306,298,176,93,29,7,6,1,0,1,0
S01012696,272,272,257,195,39,23,2,2,0,0,13,0
S01012697,197,197,188,95,50,43,9,7,2,0,0,0
S01012698,339,339,315,199,42,74,24,21,3,0,0,0
S01012699,429,429,398,219,77,102,30,25,4,1,1,0
S01012700,320,320,297,180,71,46,23,21,0,2,0,0
S01012701,221,221,217,64,147,6,4,4,0,0,0,0
S01012702,254,254,198,72,98,28,56,56,0,0,0,0
S01012703,205,205,200,145,13,42,5,5,0,0,0,0
S01012704,329,329,279,8,60,211,49,47,2,0,1,0
S01012705,257,257,250,116,127,7,7,6,1,0,0,0
S01012706,297,297,265,16,62,187,32,31,1,0,0,0
S01012707,322,322,318,148,167,3,4,4,0,0,0,0
S01012708,332,332,123,25,44,54,208,205,3,0,1,0
S01012709,253,253,191,31,90,70,62,61,1,0,0,0
S01012710,356,356,154,57,71,26,202,201,1,0,0,0
S01012711,435,435,188,17,80,91,247,237,2,8,0,0
S01012712,335,335,331,193,134,4,4,4,0,0,0,0
S01012713,329,329,235,42,177,16,94,85,6,3,0,0
S01012714,264,264,224,111,101,12,40,35,5,0,0,0
S01012715,411,411,109,19,68,22,302,291,7,4,0,0
S01012716,369,369,281,192,83,6,88,88,0,0,0,0
S01012717,581,581,149,48,79,22,432,399,3,30,0,0
S01012718,489,489,135,29,88,18,354,323,30,1,0,0
S01012719,438,436,71,39,12,20,365,354,10,1,0,2
S01012720,318,318,44,38,4,2,274,253,4,17,0,0
S01012721,288,288,239,7,187,45,49,48,1,0,0,0
S01012722,413,413,114,4,105,5,299,297,0,2,0,0
S01012723,358,358,119,6,106,7,239,239,0,0,0,0
S01012724,412,412,158,18,97,43,254,252,2,0,0,0
S01012725,494,494,116,65,35,16,378,367,8,3,0,0
S01012726,283,283,213,10,117,86,70,66,1,3,0,0
S01012727,294,294,222,17,107,98,72,72,0,0,0,0
S01012728,339,337,150,11,78,61,187,183,4,0,0,2
S01012729,346,346,276,55,168,53,70,70,0,0,0,0
S01012730,266,266,186,8,12,166,80,80,0,0,0,0
S01012731,335,335,286,10,145,131,49,49,0,0,0,0
S01012732,292,292,277,17,25,235,15,15,0,0,0,0
S01012733,364,364,315,281,21,13,49,49,0,0,0,0
S01012734,198,198,195,168,20,7,2,2,0,0,1,0
S01012735,213,213,156,7,18,131,57,57,0,0,0,0
S01012736,376,376,329,39,207,83,46,46,0,0,1,0
S01012737,329,329,269,59,69,141,60,59,1,0,0,0
S01012738,255,255,208,31,74,103,47,46,1,0,0,0
S01012739,289,289,285,208,59,18,4,4,0,0,0,0
S01012740,308,308,290,218,39,33,18,18,0,0,0,0
S01012741,272,272,228,64,124,40,44,44,0,0,0,0
S01012742,276,276,272,122,138,12,4,4,0,0,0,0
S01012743,237,237,236,97,134,5,1,1,0,0,0,0
S01012744,277,277,266,86,159,21,11,11,0,0,0,0
S01012745,302,302,295,127,151,17,7,7,0,0,0,0
S01012746,311,311,295,81,115,99,16,15,1,0,0,0
S01012747,348,348,330,85,131,114,18,18,0,0,0,0
S01012748,369,369,245,9,101,135,124,123,1,0,0,0
S01012749,387,387,268,18,111,139,119,119,0,0,0,0
S01012750,336,336,211,11,55,145,125,125,0,0,0,0
S01012751,423,423,289,8,169,112,134,134,0,0,0,0
S01012752,375,375,320,66,65,189,55,54,0,1,0,0
S01012753,235,235,201,15,29,157,34,33,0,1,0,0
S01012754,255,255,234,23,93,118,21,18,3,0,0,0
S01012755,280,280,135,14,68,53,145,142,3,0,0,0
S01012756,271,271,182,27,97,58,89,84,4,1,0,0
S01012757,236,236,151,7,65,79,85,85,0,0,0,0
S01012758,274,274,237,51,54,132,37,31,1,5,0,0
S01012759,342,342,265,19,81,165,77,77,0,0,0,0
S01012760,424,424,220,33,94,93,204,202,2,0,0,0
S01012761,369,369,261,48,42,171,108,105,0,3,0,0
S01012762,315,315,286,55,33,198,29,27,2,0,0,0
S01012763,178,178,174,12,20,142,4,4,0,0,0,0
S01012764,348,348,308,32,55,221,40,38,0,2,0,0
S01012765,296,296,292,66,105,121,4,4,0,0,0,0
S01012766,358,358,349,63,78,208,9,9,0,0,0,0
S01012767,228,228,225,53,163,9,3,3,0,0,0,0
S01012768,291,291,286,82,195,9,5,5,0,0,0,0
S01012769,152,152,141,91,46,4,11,11,0,0,0,0
S01012770,408,408,291,58,70,163,116,112,1,3,1,0
S01012771,357,357,169,35,90,44,188,183,4,1,0,0
S01012772,285,285,280,12,40,228,5,5,0,0,0,0
S01012773,391,391,361,52,153,156,30,30,0,0,0,0
S01012774,408,408,218,34,115,69,190,186,1,3,0,0
S01012775,211,211,145,12,119,14,66,66,0,0,0,0
S01012776,359,359,249,3,68,178,110,109,1,0,0,0
S01012777,365,365,306,78,136,92,59,57,1,1,0,0
S01012778,295,295,220,17,130,73,75,74,1,0,0,0
S01012779,200,200,91,9,37,45,109,108,1,0,0,0
S01012780,346,346,123,16,68,39,223,219,4,0,0,0
S01012781,300,300,242,78,100,64,58,57,0,1,0,0
S01012782,313,313,94,6,74,14,219,218,0,1,0,0
S01012783,322,322,127,5,106,16,195,195,0,0,0,0
S01012784,391,391,170,16,73,81,221,220,1,0,0,0
S01012785,388,388,71,4,47,20,317,315,1,1,0,0
S01012786,423,420,31,5,13,13,389,385,1,3,0,3
S01012787,250,250,141,45,52,44,109,107,1,1,0,0
S01012788,259,259,230,22,159,49,29,29,0,0,0,0
S01012789,325,325,250,62,95,93,75,75,0,0,0,0
S01012790,289,289,149,98,22,29,140,139,1,0,0,0
S01012791,324,324,234,93,133,8,90,88,2,0,0,0
S01012792,496,496,231,14,107,110,265,256,9,0,0,0
S01012793,363,363,95,12,55,28,268,260,7,1,0,0
S01012794,378,378,45,3,27,15,333,331,1,1,0,0
S01012795,439,439,330,22,171,137,109,109,0,0,0,0
S01012796,347,347,262,21,138,103,85,77,1,7,0,0
S01012797,276,276,258,17,118,123,18,17,0,1,0,0
S01012798,329,329,207,139,49,19,122,106,16,0,0,0
S01012799,393,393,214,158,42,14,179,146,30,3,0,0
S01012800,398,398,239,194,30,15,159,139,16,4,0,0
S01012801,252,252,47,26,13,8,205,183,13,9,0,0
S01012802,207,207,201,190,8,3,6,4,1,1,0,0
S01012803,262,262,257,143,88,26,5,4,0,1,0,0
S01012804,351,351,343,49,113,181,8,8,0,0,0,0
S01012805,383,383,363,16,127,220,20,19,1,0,0,0
S01012806,299,299,282,82,29,171,17,12,5,0,0,0
S01012807,218,218,176,168,5,3,42,41,1,0,0,0
S01012808,475,475,321,170,40,111,154,144,9,1,0,0
S01012809,337,337,112,70,30,12,225,201,14,10,0,0
S01012810,481,481,139,47,31,61,342,330,9,3,0,0
S01012811,348,348,308,51,40,217,39,34,3,2,1,0
S01012812,285,285,220,61,31,128,65,64,1,0,0,0
S01012813,372,372,330,202,82,46,42,32,10,0,0,0
S01012814,333,333,318,132,140,46,15,15,0,0,0,0
S01012815,320,320,255,198,49,8,65,61,4,0,0,0
S01012816,229,229,189,56,70,63,40,39,1,0,0,0
S01012817,175,175,173,150,21,2,2,2,0,0,0,0
S01012818,271,271,260,180,21,59,11,10,1,0,0,0
S01012819,365,365,155,16,19,120,210,204,0,6,0,0
S01012820,370,370,352,196,71,85,17,13,4,0,1,0
S01012821,263,263,239,172,53,14,24,24,0,0,0,0
S01012822,256,256,36,13,12,11,220,216,2,2,0,0
S01012823,285,285,273,96,149,28,12,6,6,0,0,0
S01012824,273,273,217,48,35,134,56,56,0,0,0,0
S01012825,269,269,108,35,48,25,161,157,1,3,0,0
S01012826,231,231,174,19,136,19,57,54,1,2,0,0
S01012827,233,233,204,132,68,4,29,24,2,3,0,0
S01012828,254,254,207,92,27,88,47,43,2,2,0,0
S01012829,362,362,235,21,117,97,127,126,1,0,0,0
S01012830,313,313,183,66,110,7,130,129,0,1,0,0
S01012831,333,333,214,16,180,18,118,116,2,0,1,0
S01012832,215,215,204,24,111,69,11,10,1,0,0,0
S01012833,319,319,272,13,128,131,47,45,2,0,0,0
S01012834,289,289,162,32,106,24,127,123,4,0,0,0
S01012835,403,403,224,28,140,56,179,178,1,0,0,0
S01012836,220,220,214,158,25,31,6,3,2,1,0,0
S01012837,414,414,106,7,40,59,308,305,2,1,0,0
S01012838,528,528,85,7,49,29,443,443,0,0,0,0
S01012839,300,300,225,43,132,50,75,75,0,0,0,0
S01012840,285,285,234,182,44,8,51,51,0,0,0,0
S01012841,253,253,199,49,130,20,54,53,1,0,0,0
S01012842,198,198,169,34,64,71,28,17,11,0,1,0
S01012843,381,381,325,94,222,9,56,50,6,0,0,0
S01012844,249,249,218,56,156,6,31,8,23,0,0,0
S01012845,281,281,191,58,97,36,90,61,27,2,0,0
S01012846,543,543,94,16,70,8,449,437,0,12,0,0
S01012847,249,244,158,42,107,9,86,86,0,0,0,5
S01012848,283,283,233,58,139,36,50,46,4,0,0,0
S01012849,345,345,132,25,61,46,213,211,0,2,0,0
S01012850,339,339,227,3,92,132,111,111,0,0,1,0
S01012851,374,374,304,55,124,125,70,70,0,0,0,0
S01012852,298,298,221,31,155,35,77,75,2,0,0,0
S01012853,338,338,323,16,278,29,14,10,4,0,1,0
S01012854,374,374,121,6,59,56,253,243,10,0,0,0
S01012855,284,284,121,8,76,37,163,154,9,0,0,0
S01012856,414,414,92,9,39,44,322,321,1,0,0,0
S01012857,472,472,130,6,87,37,342,338,4,0,0,0
S01012858,422,422,77,4,41,32,344,343,0,1,1,0
S01012859,530,530,142,19,63,60,334,333,1,0,54,0
S01012860,382,382,191,39,75,77,190,184,6,0,1,0
S01012861,322,322,153,25,53,75,169,160,9,0,0,0
S01012862,369,369,27,3,8,16,342,331,2,9,0,0
S01012863,424,424,31,4,9,18,393,380,7,6,0,0
S01012864,469,469,20,5,2,13,448,445,1,2,1,0
S01012865,390,390,166,8,84,74,224,215,8,1,0,0
S01012866,374,374,146,15,64,67,228,225,2,1,0,0
S01012867,396,396,124,1,59,64,272,272,0,0,0,0
S01012868,321,319,32,2,23,7,287,286,1,0,0,2
S01012869,257,257,87,5,46,36,170,170,0,0,0,0
S01012870,450,450,355,45,114,196,95,95,0,0,0,0
S01012871,384,384,180,12,162,6,204,203,1,0,0,0
S01012872,318,318,36,5,21,10,282,282,0,0,0,0
S01012873,338,338,111,11,77,23,227,226,1,0,0,0
S01012874,383,381,191,19,63,109,190,190,0,0,0,2
S01012875,277,277,136,6,37,93,141,141,0,0,0,0
S01012876,371,371,214,6,80,128,157,157,0,0,0,0
S01012877,331,331,269,6,98,165,62,59,0,3,0,0
S01012878,373,373,303,91,185,27,70,70,0,0,0,0
S01012879,323,323,201,12,134,55,122,119,3,0,0,0
S01012880,374,374,295,40,203,52,79,74,5,0,0,0
S01012881,406,406,245,59,127,59,161,160,1,0,0,0
S01012882,287,287,107,7,81,19,180,175,5,0,0,0
S01012883,378,378,100,15,51,34,278,277,1,0,0,0
S01012884,285,285,90,14,59,17,195,174,21,0,0,0
S01012885,270,270,73,3,6,64,197,197,0,0,0,0
S01012886,315,315,272,53,167,52,43,25,17,1,0,0
S01012887,352,352,227,92,82,53,125,124,1,0,0,0
S01012888,333,333,289,86,175,28,44,23,21,0,0,0
S01012889,342,342,316,185,47,84,26,26,0,0,0,0
S01012890,300,300,217,36,55,126,83,78,5,0,0,0
S01012891,255,255,203,21,51,131,52,52,0,0,0,0
S01012892,566,564,322,9,76,237,242,242,0,0,0,2
S01012893,369,369,129,5,32,92,239,239,0,0,1,0
S01012894,311,311,265,134,94,37,46,42,4,0,0,0
S01012895,197,197,173,109,49,15,24,16,7,1,0,0
S01012896,482,482,132,2,11,119,350,348,1,1,0,0
S01012897,248,248,242,71,139,32,6,6,0,0,0,0
S01012898,177,177,175,159,11,5,2,2,0,0,0,0
S01012899,317,317,68,2,2,64,249,249,0,0,0,0
S01012900,226,226,204,101,44,59,22,19,2,1,0,0
S01012901,336,336,194,3,8,183,142,142,0,0,0,0
S01012902,359,359,214,13,30,171,145,144,1,0,0,0
S01012903,400,400,229,3,9,217,171,171,0,0,0,0
S01012904,371,371,206,6,9,191,165,164,0,1,0,0
S01012905,272,272,196,5,32,159,76,76,0,0,0,0
S01012906,482,482,262,19,31,212,220,220,0,0,0,0
S01012907,449,449,282,5,52,225,167,166,1,0,0,0
S01012908,355,355,203,2,19,182,152,152,0,0,0,0
S01012909,331,331,202,6,39,157,129,129,0,0,0,0
S01012910,485,485,183,5,23,155,302,301,1,0,0,0
S01012911,340,340,235,22,73,140,105,104,0,1,0,0
S01012912,339,339,198,3,46,149,141,133,2,6,0,0
S01012913,417,417,266,8,71,187,151,150,1,0,0,0
S01012914,410,410,226,21,49,156,184,183,1,0,0,0
S01012915,447,447,278,110,109,59,169,165,4,0,0,0
S01012916,331,331,190,21,40,129,141,140,1,0,0,0
S01012917,270,270,260,38,38,184,10,9,0,1,0,0
S01012918,255,255,111,0,2,109,144,144,0,0,0,0
S01012919,229,229,160,4,5,151,69,69,0,0,0,0
S01012920,258,258,185,91,61,33,73,73,0,0,0,0
S01012921,338,338,194,4,14,176,144,143,1,0,0,0
S01012922,437,437,307,38,52,217,130,130,0,0,0,0
S01012923,306,306,207,6,7,194,99,99,0,0,0,0
S01012924,243,243,143,3,5,135,100,100,0,0,0,0
S01012925,194,194,144,50,63,31,50,50,0,0,0,0
S01012926,333,333,184,22,20,142,149,149,0,0,0,0
S01012927,339,339,226,5,8,213,113,113,0,0,0,0
S01012928,353,353,235,69,13,153,118,117,1,0,0,0
S01012929,340,340,253,29,24,200,87,87,0,0,0,0
S01012930,512,512,151,24,85,42,361,350,6,5,0,0
S01012931,435,435,201,28,79,94,234,230,4,0,0,0
S01012932,211,211,171,66,61,44,40,40,0,0,0,0
S01012933,352,352,288,34,163,91,64,64,0,0,0,0
S01012934,360,360,184,28,118,38,175,174,0,1,1,0
S01012935,363,363,319,16,118,185,43,42,1,0,1,0
S01012936,351,351,139,37,38,64,212,212,0,0,0,0
S01012937,314,314,172,43,24,105,141,141,0,0,1,0
S01012938,307,307,259,187,61,11,48,47,1,0,0,0
S01012939,216,216,212,164,44,4,4,4,0,0,0,0
S01012940,268,268,219,137,76,6,49,49,0,0,0,0
S01012941,257,257,252,229,20,3,5,5,0,0,0,0
S01012942,364,364,222,4,24,194,141,141,0,0,1,0
S01012943,291,291,261,95,84,82,30,30,0,0,0,0
S01012944,207,207,204,129,73,2,3,3,0,0,0,0
S01012945,241,241,228,193,30,5,13,12,0,1,0,0
S01012946,338,338,260,161,88,11,78,77,1,0,0,0
S01012947,151,151,149,142,4,3,2,2,0,0,0,0
S01012948,249,249,246,94,146,6,3,3,0,0,0,0
S01012949,282,282,255,122,78,55,27,25,2,0,0,0
S01012950,273,273,262,235,18,9,11,10,1,0,0,0
S01012951,294,294,270,239,19,12,24,22,2,0,0,0
S01012952,247,247,188,171,15,2,59,55,3,1,0,0
S01012953,292,292,251,72,134,45,41,40,0,1,0,0
S01012954,173,173,165,21,131,13,8,8,0,0,0,0
S01012955,356,356,241,160,59,22,115,115,0,0,0,0
S01012956,458,458,293,82,32,179,165,142,8,15,0,0
S01012957,304,304,213,19,49,145,91,90,0,1,0,0
S01012958,206,206,200,20,91,89,6,6,0,0,0,0
S01012959,228,228,202,60,82,60,26,26,0,0,0,0
S01012960,229,229,222,82,106,34,7,4,1,2,0,0
S01012961,200,200,190,74,89,27,10,9,1,0,0,0
S01012962,236,236,218,123,58,37,18,18,0,0,0,0
S01012963,275,275,274,240,22,12,1,1,0,0,0,0
S01012964,200,200,197,170,17,10,3,3,0,0,0,0
S01012965,229,229,179,111,59,9,50,50,0,0,0,0
S01012966,262,262,244,61,48,135,18,18,0,0,0,0
S01012967,183,183,179,10,17,152,4,4,0,0,0,0
S01012968,271,271,199,4,15,180,72,72,0,0,0,0
S01012969,306,306,256,13,41,202,50,49,0,1,0,0
S01012970,236,236,228,5,58,165,7,7,0,0,1,0
S01012971,299,299,259,15,58,186,40,40,0,0,0,0
S01012972,329,329,265,15,47,203,64,64,0,0,0,0
S01012973,335,335,283,22,9,252,52,49,3,0,0,0
S01012974,446,446,294,7,28,259,152,142,1,9,0,0
S01012975,266,266,195,11,13,171,71,69,2,0,0,0
S01012976,229,229,178,6,11,161,51,50,1,0,0,0
S01012977,287,287,213,3,16,194,73,72,1,0,1,0
S01012978,334,334,262,10,18,234,72,72,0,0,0,0
S01012979,224,224,218,48,11,159,6,6,0,0,0,0
S01012980,311,311,137,3,9,125,174,154,19,1,0,0
S01012981,347,347,179,13,32,134,167,165,1,1,1,0
S01012982,383,383,207,4,16,187,176,176,0,0,0,0
S01012983,326,326,264,55,25,184,62,62,0,0,0,0
S01012984,279,279,192,9,23,160,87,87,0,0,0,0
S01012985,330,330,287,10,12,265,43,43,0,0,0,0
S01012986,394,394,183,17,18,148,211,211,0,0,0,0
S01012987,356,356,251,9,78,164,105,105,0,0,0,0
S01012988,463,463,239,10,34,195,224,219,3,2,0,0
S01012989,409,409,273,12,39,222,136,136,0,0,0,0
S01012990,303,303,187,2,47,138,116,114,2,0,0,0
S01012991,351,351,257,8,52,197,94,94,0,0,0,0
S01012992,380,380,243,7,66,170,137,136,1,0,0,0
S01012993,376,376,171,5,39,127,205,204,1,0,0,0
S01012994,502,502,141,10,65,66,361,361,0,0,0,0
S01012995,331,331,321,41,123,157,10,10,0,0,0,0
S01012996,246,246,202,8,52,142,44,44,0,0,0,0
S01012997,210,210,175,8,20,147,35,33,2,0,0,0
S01012998,414,414,316,90,51,175,98,98,0,0,0,0
S01012999,220,220,126,8,15,103,94,94,0,0,0,0
S01013000,322,322,209,7,22,180,113,108,5,0,0,0
S01013001,156,156,137,98,26,13,19,10,8,1,0,0
S01013002,205,205,180,128,38,14,24,14,10,0,1,0
S01013003,246,246,239,231,6,2,7,7,0,0,0,0
S01013004,264,264,253,155,67,31,11,8,3,0,0,0
S01013005,300,300,276,214,49,13,23,9,12,2,1,0
S01013006,240,240,218,156,41,21,22,3,17,2,0,0
S01013007,397,397,279,169,84,26,118,117,0,1,0,0
S01013008,330,330,280,133,46,101,50,47,3,0,0,0
S01013009,293,293,271,120,103,48,22,21,0,1,0,0
S01013010,246,246,231,164,43,24,14,10,1,3,1,0
S01013011,261,261,234,140,53,41,27,23,4,0,0,0
S01013012,292,292,186,60,70,56,106,89,17,0,0,0
S01013013,297,297,275,164,90,21,22,19,1,2,0,0
S01013014,336,336,284,162,73,49,52,44,5,3,0,0
S01013015,309,309,278,203,66,9,17,14,2,1,14,0
S01013016,244,244,231,182,34,15,13,8,3,2,0,0
S01013017,359,359,301,139,118,44,58,51,5,2,0,0
S01013018,387,387,368,241,87,40,19,9,10,0,0,0
S01013019,355,355,254,179,27,48,101,87,14,0,0,0
S01013020,226,226,188,21,67,100,38,32,4,2,0,0
S01013021,187,187,183,9,86,88,4,3,1,0,0,0
S01013022,186,186,115,38,45,32,71,64,7,0,0,0
S01013023,337,337,315,258,53,4,22,17,5,0,0,0
S01013024,227,227,197,90,85,22,30,24,6,0,0,0
S01013025,211,211,203,144,44,15,5,5,0,0,3,0
S01013026,410,410,320,129,113,78,90,88,1,1,0,0
S01013027,422,422,377,26,193,158,45,38,1,6,0,0
S01013028,191,191,183,84,41,58,6,4,2,0,2,0
S01013029,269,269,242,18,63,161,27,26,1,0,0,0
S01013030,225,225,219,22,121,76,6,2,0,4,0,0
S01013031,291,291,251,15,86,150,40,39,1,0,0,0
S01013032,309,309,286,153,98,35,23,21,1,1,0,0
S01013033,276,276,220,47,150,23,56,53,1,2,0,0
S01013034,296,296,282,8,165,109,14,14,0,0,0,0
S01013035,300,300,266,13,80,173,34,34,0,0,0,0
S01013036,280,280,270,10,158,102,10,10,0,0,0,0
S01013037,283,283,256,120,107,29,27,27,0,0,0,0
S01013038,434,434,270,49,78,143,164,159,3,2,0,0
S01013039,178,178,171,161,6,4,6,5,1,0,1,0
S01013040,324,324,193,36,92,65,131,108,11,12,0,0
S01013041,257,257,202,45,57,100,55,42,10,3,0,0
S01013042,318,318,289,88,88,113,29,26,1,2,0,0
S01013043,278,278,270,12,105,153,8,7,1,0,0,0
S01013044,323,323,316,25,139,152,7,6,1,0,0,0
S01013045,277,277,252,87,89,76,25,23,0,2,0,0
S01013046,214,214,200,5,82,113,14,11,3,0,0,0
S01013047,350,350,338,126,168,44,12,11,0,1,0,0
S01013048,401,401,264,65,184,15,137,132,5,0,0,0
S01013049,354,354,275,129,123,23,79,78,0,1,0,0
S01013050,351,351,231,36,121,74,120,117,3,0,0,0
S01013051,422,422,309,34,117,158,113,111,2,0,0,0
S01013052,391,391,291,22,138,131,100,90,10,0,0,0
S01013053,337,337,95,12,49,34,242,228,12,2,0,0
S01013054,305,305,269,64,144,61,36,35,1,0,0,0
S01013055,336,336,230,34,111,85,106,97,5,4,0,0
S01013056,431,431,347,33,174,140,84,82,2,0,0,0
S01013057,369,369,230,24,86,120,138,138,0,0,1,0
S01013058,213,213,197,109,71,17,16,15,1,0,0,0
S01013059,406,406,237,127,91,19,169,156,10,3,0,0
S01013060,227,227,145,56,80,9,82,61,21,0,0,0
S01013061,362,362,332,203,129,0,30,18,12,0,0,0
S01013062,403,403,176,77,89,10,227,150,76,1,0,0
S01013063,371,366,179,50,115,14,187,99,88,0,0,5
S01013064,386,386,351,13,124,214,35,34,1,0,0,0
S01013065,415,415,210,11,96,103,205,204,1,0,0,0
S01013066,347,347,216,29,109,78,124,100,22,2,7,0
S01013067,396,396,18,2,7,9,378,313,12,53,0,0
S01013068,406,406,47,13,18,16,359,338,14,7,0,0
S01013069,350,350,59,11,20,28,286,219,52,15,5,0
S01013070,301,301,61,10,30,21,240,223,12,5,0,0
S01013071,359,359,16,3,7,6,343,313,22,8,0,0
S01013072,227,227,144,10,100,34,83,81,1,1,0,0
S01013073,352,352,112,26,58,28,237,231,3,3,3,0
S01013074,302,302,77,10,50,17,225,220,2,3,0,0
S01013075,481,481,129,15,68,46,352,349,3,0,0,0
S01013076,172,172,126,66,30,30,46,43,2,1,0,0
S01013077,297,297,209,12,68,129,88,86,1,1,0,0
S01013078,252,252,143,16,40,87,109,108,1,0,0,0
S01013079,376,376,320,240,47,33,56,56,0,0,0,0
S01013080,374,374,270,111,101,58,104,89,12,3,0,0
S01013081,280,280,262,144,111,7,18,16,1,1,0,0
S01013082,395,395,387,219,158,10,8,6,2,0,0,0
S01013083,187,187,175,103,62,10,11,9,2,0,1,0
S01013084,307,307,302,175,126,1,5,3,2,0,0,0
S01013085,259,259,202,12,113,77,57,48,9,0,0,0
S01013086,448,442,156,68,62,26,286,166,107,13,0,6
S01013087,327,327,211,143,57,11,116,47,69,0,0,0
S01013088,388,388,324,277,28,19,64,33,30,1,0,0
S01013089,359,359,183,47,94,42,176,170,6,0,0,0
S01013090,349,349,125,12,40,73,212,195,15,2,12,0
S01013091,254,254,21,1,7,13,233,218,7,8,0,0
S01013092,440,440,197,11,136,50,243,237,5,1,0,0
S01013093,223,223,202,132,32,38,16,7,9,0,5,0
S01013094,230,230,230,185,38,7,0,0,0,0,0,0
S01013095,282,282,273,257,11,5,9,3,6,0,0,0
S01013096,213,213,181,8,70,103,32,21,6,5,0,0
S01013097,248,248,220,123,59,38,27,25,1,1,1,0
S01013098,189,189,186,179,6,1,3,2,1,0,0,0
S01013099,439,439,255,104,77,74,184,140,21,23,0,0
S01013100,265,265,223,146,64,13,42,29,12,1,0,0
S01013101,502,502,298,47,100,151,204,203,1,0,0,0
S01013102,291,291,203,163,30,10,88,82,6,0,0,0
S01013103,289,289,287,248,32,7,2,2,0,0,0,0
S01013104,404,404,384,201,170,13,20,17,3,0,0,0
S01013105,387,387,273,185,82,6,114,108,6,0,0,0
S01013106,350,350,231,93,76,62,119,97,16,6,0,0
S01013107,275,275,265,233,28,4,10,5,4,1,0,0
S01013108,255,255,196,115,64,17,59,59,0,0,0,0
S01013109,412,412,400,220,128,52,12,4,7,1,0,0
S01013110,245,245,233,150,55,28,12,8,4,0,0,0
S01013111,192,192,178,96,55,27,13,9,3,1,1,0
S01013112,265,265,198,89,85,24,67,58,6,3,0,0
S01013113,372,372,354,82,170,102,18,14,4,0,0,0
S01013114,337,337,294,210,55,29,34,21,8,5,9,0
S01013115,320,320,135,50,56,29,185,150,16,19,0,0
