table_2025-11-20_14-28-03
SuperWEB2(tm),,,,,,,,,,,
,,,,,,,,,,,
housedhold2022ReadOnly,,,,,,,,,,,
Scotland's Census 2022 - National Records of Scotland Table UV402 - Accommodation type - Households All occupied households,,,,,,,,,,,
Intermediate Zone - Data Zone 2011 by Type of accomodation,,,,,,,,,,,
Counting: Households,,,,,,,,,,,
,,,,,,,,,,,
Filters:,,,,,,,,,,,
Default Summation,Households,,,,,,,,,,
Percentage: Row,,,,,,,,,,,
,,,,,,,,,,,
Type of accomodation,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure,
Intermediate Zone - Data Zone 2011,,,,,,,,,,,
S01012618,100,93.9814815,51.3888889,17.1296296,27.3148148,6.0185185,5.5555556,0.462963,0,0,
S01012619,100,52.6845638,16.1073826,24.4966443,12.0805369,47.6510067,39.9328859,7.0469799,0.6711409,0,
S01012620,100,86.0465116,70.6395349,11.3372093,4.3604651,13.0813953,9.8837209,3.7790698,0.2906977,0,
S01012621,100,85.8181818,52,23.2727273,10.5454545,15.6363636,13.8181818,1.0909091,0,0,
S01012622,100,91.2280702,28.3625731,33.0409357,29.8245614,8.4795322,8.4795322,0,0,0,
S01012623,100,58.2043344,6.1919505,30.0309598,21.9814241,41.7956656,40.247678,1.5479876,0,0,
S01012624,100,70.7246377,5.5072464,21.4492754,43.7681159,29.2753623,23.7681159,2.6086957,3.1884058,0,
S01012625,100,79.1505792,4.6332046,21.6216216,53.6679537,20.8494208,20.0772201,0.7722008,0,0,
S01012626,100,94.1704036,49.7757848,32.2869955,13.4529148,5.8295964,5.8295964,0,0,0,
S01012627,100,49.6268657,18.6567164,17.5373134,13.4328358,50,44.4029851,5.5970149,0,0,
S01012628,100,85.5913978,61.2903226,6.4516129,18.7096774,13.5483871,10.3225806,1.7204301,1.0752688,0,
S01012629,100,80.1886792,58.490566,21.2264151,2.3584906,19.8113208,16.0377358,3.3018868,0.4716981,0,
S01012630,100,39.0334572,21.7472119,7.2490706,10.0371747,60.7806691,52.9739777,3.3457249,3.7174721,0.1858736,
S01012631,100,70.5329154,27.8996865,24.4514107,17.5548589,31.3479624,30.0940439,0.9404389,0.3134796,0,
S01012632,100,96.9325153,71.7791411,17.4846626,7.6687117,3.0674847,2.1472393,0.9202454,0,0,
S01012633,100,90.942029,71.0144928,11.5942029,8.3333333,9.7826087,9.7826087,0,0,0,
S01012634,100,62.5,19.6428571,19.047619,25,25.8928571,25.5952381,1.1904762,0,10.7142857,
S01012635,100,85.1923077,52.6923077,15.3846154,16.9230769,15.3846154,14.0384615,0.5769231,0.3846154,0.7692308,
S01012636,100,97.4025974,63.3116883,20.4545455,13.6363636,1.9480519,1.6233766,0,0.3246753,0.6493506,
S01012637,100,55.1724138,8.1504702,41.0658307,5.9561129,44.5141066,44.200627,0,0.3134796,0.3134796,
S01012638,100,79.4188862,24.6973366,24.4552058,30.2663438,20.3389831,19.37046,0.4842615,0.2421308,0,
S01012639,100,88.6842105,20.2631579,43.9473684,24.7368421,11.0526316,10.7894737,0.2631579,0,0,
S01012640,100,90.4176904,18.9189189,41.5233415,30.2211302,8.8452088,8.8452088,0,0,0,
S01012641,100,66.322314,25.2066116,22.7272727,17.768595,33.8842975,33.0578512,0.6198347,0.2066116,0,
S01012642,100,64.8,7.4666667,15.2,43.2,34.6666667,34.4,0.5333333,0,0.5333333,
S01012643,100,93.9086294,5.5837563,38.5786802,51.7766497,6.0913706,5.5837563,0.5076142,0,0,
S01012644,100,68.1967213,14.4262295,23.2786885,31.8032787,31.8032787,31.4754098,0.6557377,0,0,
S01012645,100,72.0744681,38.8297872,21.8085106,11.4361702,27.9255319,23.6702128,2.9255319,1.0638298,0,
S01012646,100,87.9901961,54.9019608,28.6764706,4.4117647,11.7647059,12.254902,0.245098,0,0.245098,
S01012647,100,97.983871,39.9193548,47.1774194,10.8870968,0.8064516,1.6129032,0.4032258,0,0,
S01012648,100,99.5594714,5.2863436,14.0969163,80.1762115,1.7621145,1.3215859,0.4405286,0,0,
S01012649,100,86.9565217,35.9683794,35.1778656,15.8102767,13.0434783,12.6482213,0.3952569,0,0,
S01012650,100,92.1875,42.8125,43.125,6.25,6.875,5.9375,0,0.3125,0,
S01012651,100,80.7807808,6.9069069,27.027027,46.5465465,19.2192192,19.2192192,0,0,0,
S01012652,100,90.6873614,55.654102,32.8159645,1.5521064,9.9778271,9.9778271,0,0,0,
S01012653,100,96.8668407,42.0365535,14.3603133,40.4699739,3.1331593,3.1331593,0,0,0,
S01012654,100,95.5479452,48.4589041,25.1712329,20.7191781,4.4520548,4.109589,0.3424658,0,0,
S01012655,100,72.5,37.7272727,26.5909091,8.4090909,25.2272727,25,0,0.2272727,2.2727273,
S01012656,100,85.9375,11.1979167,13.0208333,62.7604167,12.7604167,11.9791667,0.78125,0,0.2604167,
S01012657,100,64.7940075,9.3632959,41.9475655,13.4831461,35.2059925,34.8314607,0.3745318,0,0,
S01012658,100,96.1165049,26.4563107,51.4563107,18.2038835,3.8834951,3.1553398,0.7281553,0,0,
S01012659,100,98.8857939,60.4456825,24.5125348,12.8133705,1.1142061,1.1142061,0,0,0,
S01012660,100,80.9384164,15.8357771,41.0557185,24.0469208,19.0615836,19.0615836,0,0,0,
S01012661,100,90.9589041,36.9863014,23.5616438,30.9589041,8.2191781,6.5753425,0,1.9178082,0,
S01012662,100,59.0799031,13.559322,11.8644068,32.6876513,40.9200969,40.6779661,0,0,0,
S01012663,100,91.9732441,29.7658863,28.7625418,33.4448161,8.0267559,6.6889632,1.0033445,0.3344482,0,
S01012664,100,62.1564482,12.8964059,19.2389006,30.0211416,37.8435518,31.7124736,2.5369979,3.5940803,0,
S01012665,100,89.0804598,6.6091954,33.3333333,49.137931,11.7816092,10.3448276,0.2873563,0,0,
S01012666,100,98.4227129,6.9400631,24.9211356,66.2460568,2.8391167,2.8391167,0,0,0,
S01012667,100,77.5438596,16.1403509,46.3157895,11.5789474,23.8596491,23.5087719,0.3508772,0,0,
S01012668,100,71.7391304,8.0745342,27.0186335,36.6459627,27.9503106,27.3291925,0,0,0.310559,
S01012669,100,98.8636364,13.2575758,60.6060606,25,1.1363636,1.1363636,0,0,0,
S01012670,100,98.3221477,25.5033557,37.2483221,35.5704698,1.6778523,1.0067114,1.0067114,0,0,
S01012671,100,92.893401,11.1675127,17.7664975,63.9593909,6.8527919,6.5989848,0,0,0,
S01012672,100,80.3108808,5.6994819,24.0932642,49.7409326,19.6891192,19.4300518,0,0,0,
S01012673,100,94.8412698,7.5396825,25,61.5079365,5.5555556,5.5555556,0.3968254,0,0,
S01012674,100,84.4897959,6.5306122,16.3265306,61.6326531,16.7346939,16.7346939,0,0,0,
S01012675,100,86.4102564,13.0769231,22.0512821,51.7948718,13.0769231,12.0512821,1.025641,0,0.5128205,
S01012676,100,96.0264901,9.602649,22.8476821,63.5761589,3.3112583,3.3112583,0,0.6622517,0,
S01012677,100,87.5457875,16.1172161,16.1172161,56.7765568,10.6227106,11.3553114,0.3663004,0,0,
S01012678,100,98.816568,17.4556213,71.3017751,10.0591716,1.183432,1.183432,0,0,0,
S01012679,100,75.0692521,38.5041551,20.2216066,15.5124654,24.9307479,24.099723,0.8310249,0,0,
S01012680,100,95.9459459,59.9099099,20.7207207,15.3153153,3.6036036,3.6036036,0,0,0.4504505,
S01012681,100,84.691358,36.2962963,23.9506173,24.9382716,14.8148148,13.0864198,1.2345679,0.4938272,0.4938272,
S01012682,100,92.4092409,42.9042904,23.1023102,27.7227723,8.9108911,6.6006601,1.980198,0,0,
S01012683,100,80,13.3333333,20,47.5757576,20,19.3939394,0.6060606,0,0,
S01012684,100,85.5895197,22.2707424,39.30131,23.1441048,14.4104803,13.9737991,0,0,0,
S01012685,100,95.0155763,9.6573209,25.5451713,58.5669782,4.3613707,4.6728972,0.3115265,0,0,
S01012686,100,71.3615023,37.7934272,26.2910798,7.2769953,28.8732394,19.9530516,6.3380282,1.6431925,0,
S01012687,100,96.6804979,72.6141079,24.06639,1.2448133,1.2448133,1.2448133,0,0,0,
S01012688,100,36.2222222,11.3333333,13.3333333,12.2222222,63.7777778,48.6666667,9.7777778,6,0,
S01012689,100,93.3333333,53.8461538,31.2820513,6.1538462,6.6666667,4.6153846,2.0512821,0,0,
S01012690,100,96.4467005,35.0253807,65.9898477,1.0152284,2.5380711,2.5380711,0,0,0,
S01012691,100,87.2791519,73.1448763,7.7738516,6.360424,12.7208481,11.6607774,1.0600707,0,0,
S01012692,100,73.8095238,19.6428571,32.1428571,22.0238095,26.1904762,24.702381,1.4880952,0,0,
S01012693,100,98.0099502,88.0597015,7.960199,1.9900498,1.9900498,0.9950249,0.7462687,0,0,
S01012694,100,97.3684211,28.4210526,22.1052632,46.8421053,3.1578947,2.1052632,0.5263158,0,0,
S01012695,100,96.8847352,62.305296,27.7258567,8.0996885,0,0.3115265,0,0,1.2461059,
S01012696,100,96.2536023,76.0806916,12.3919308,8.3573487,3.1700288,1.1527378,0.8645533,0.2881844,0.8645533,
S01012697,100,97.4554707,69.2111959,14.2493639,13.9949109,2.0356234,2.5445293,0.2544529,0,0.2544529,
S01012698,100,95.0649351,64.1558442,12.4675325,19.4805195,5.1948052,4.4155844,0.5194805,0.2597403,0,
S01012699,100,94.3859649,53.3333333,18.0701754,23.3333333,5.2631579,4.7368421,0.5263158,0,0,
S01012700,100,94.9367089,59.8101266,21.835443,14.556962,6.0126582,5.3797468,0.6329114,0,0.3164557,
S01012701,100,98.0879541,51.625239,40.917782,5.9273423,1.1472275,1.1472275,0,0,0,
S01012702,100,72.8952772,34.7022587,25.4620123,12.7310062,27.1047228,26.4887064,0.2053388,0.4106776,0,
S01012703,100,97.029703,67.3267327,5.9405941,23.7623762,2.970297,2.970297,0,0,0,
S01012704,100,86.4615385,5.5384615,20.6153846,60.9230769,13.5384615,13.5384615,0,0,0,
S01012705,100,97.9919679,46.5863454,47.7911647,3.6144578,2.0080321,2.0080321,0,0,0,
S01012706,100,88.7096774,8.3870968,21.9354839,58.3870968,11.2903226,10.6451613,0.3225806,0.3225806,0,
S01012707,100,98.6348123,43.003413,54.9488055,0.6825939,1.3651877,1.3651877,0,0,0,
S01012708,100,37.8006873,5.8419244,13.4020619,18.556701,62.1993127,62.1993127,0,0,0,
S01012709,100,74.5762712,13.220339,35.2542373,25.0847458,25.4237288,25.0847458,0.6779661,0,0,
S01012710,100,46.3276836,18.079096,20.9039548,6.4971751,54.519774,52.5423729,1.9774011,0,0,
S01012711,100,42.7631579,6.1403509,19.7368421,16.8859649,56.5789474,55.9210526,0,0.6578947,0,
S01012712,100,98.4076433,58.5987261,39.8089172,0.3184713,1.5923567,1.5923567,0,0,0,
S01012713,100,73.6526946,15.5688623,52.6946108,5.6886228,26.3473054,25.1497006,0.5988024,0,0,
S01012714,100,87.4551971,46.953405,35.8422939,4.3010753,12.5448029,10.0358423,1.7921147,0.7168459,0,
S01012715,100,32.4099723,6.9252078,19.1135734,5.5401662,68.4210526,65.6509695,0,2.7700831,0,
S01012716,100,72.6315789,50.7894737,20.2631579,1.0526316,27.3684211,26.5789474,0.7894737,0,0,
S01012717,100,25.7966616,8.6494689,13.0500759,3.7936267,74.2033384,71.6236722,0.7587253,1.8209408,0,
S01012718,100,28.6026201,8.9519651,15.9388646,3.4934498,71.6157205,65.2838428,5.2401747,0.8733624,0,
S01012719,100,28.5191956,9.8720293,8.7751371,9.8720293,71.4808044,68.5557587,2.1937843,0.7312614,0,
S01012720,100,12.6353791,11.1913357,2.166065,0.7220217,85.5595668,77.9783394,0.3610108,5.4151625,0.3610108,
S01012721,100,85.8657244,4.5936396,63.6042403,16.9611307,14.8409894,14.4876325,0.3533569,0,0,
S01012722,100,30.749354,2.0671835,27.1317829,2.0671835,68.7338501,67.9586563,0.2583979,0.5167959,0,
S01012723,100,37.9120879,1.6483516,33.5164835,2.7472527,62.0879121,62.3626374,0.5494505,0,0,
S01012724,100,36.9620253,4.3037975,26.5822785,6.5822785,62.7848101,62.7848101,0,0,0,
S01012725,100,28.4796574,15.6316916,9.6359743,3.2119914,71.5203426,70.0214133,1.4989293,0,0,
S01012726,100,76.9811321,4.1509434,41.509434,32.4528302,22.2641509,21.509434,0,0.3773585,0,
S01012727,100,82.03125,5.46875,37.5,37.890625,20.3125,20.3125,0,0,0,
S01012728,100,46.9325153,3.9877301,24.8466258,19.0184049,53.9877301,53.0674847,0,0.3067485,0,
S01012729,100,81.4705882,15.8823529,47.9411765,17.0588235,19.4117647,19.4117647,0,0,0,
S01012730,100,68.9655172,3.0651341,8.045977,57.8544061,31.0344828,32.183908,0.3831418,0,0,
S01012731,100,84.5679012,4.9382716,41.9753086,37.654321,15.4320988,15.4320988,0,0,0,
S01012732,100,97.4729242,3.2490975,9.7472924,84.4765343,2.5270758,2.5270758,0,0,0,
S01012733,100,93.1192661,74.8853211,9.2889908,8.9449541,6.766055,6.6513761,0.1146789,0,0.2293578,
S01012734,100,98.4375,87.5,9.375,1.0416667,1.5625,1.5625,0,0,0,
S01012735,100,71.627907,5.1162791,5.5813953,60.9302326,28.372093,28.372093,0,0,0,
S01012736,100,89.4056848,12.4031008,56.8475452,20.1550388,10.5943152,10.5943152,0,0,0,
S01012737,100,86.6666667,19.6825397,24.7619048,42.2222222,13.3333333,13.3333333,0,0,0,
S01012738,100,85.6573705,14.3426295,34.6613546,36.2549801,16.3346614,14.3426295,0.7968127,0,0,
S01012739,100,98.2876712,74.6575342,18.8356164,6.1643836,1.7123288,0.3424658,0.6849315,0,0,
S01012740,100,94.224924,68.9969605,13.9817629,11.2462006,5.775076,4.8632219,0.9118541,0.3039514,0,
S01012741,100,87.7862595,28.2442748,44.6564885,16.0305344,11.8320611,10.6870229,0.7633588,0,0,
S01012742,100,99.270073,45.2554745,53.2846715,2.189781,0.729927,0.729927,0,0,0,
S01012743,100,100,41.991342,56.2770563,1.7316017,0,0,0,0,0,
S01012744,100,98.5074627,32.4626866,61.1940299,6.7164179,1.8656716,1.8656716,0,0,0,
S01012745,100,96.1187215,48.630137,40.6392694,6.8493151,3.8812785,3.4246575,0.456621,0.2283105,0,
S01012746,100,97.6744186,25.2491694,39.8671096,31.2292359,2.3255814,3.3222591,0.3322259,0,0,
S01012747,100,96.4497041,26.035503,38.4615385,31.6568047,3.5502959,3.5502959,0,0,0,
S01012748,100,70.9497207,3.6312849,32.122905,35.1955307,29.0502793,28.7709497,0.2793296,0,0,
S01012749,100,72.0626632,5.7441253,33.1592689,34.464752,26.8929504,26.1096606,0.7832898,0,0,
S01012750,100,68.8946015,6.4267352,21.3367609,41.3881748,30.848329,30.848329,0,0,0.2570694,
S01012751,100,72.4637681,2.8985507,40.0966184,28.5024155,27.5362319,27.5362319,0,0,0,
S01012752,100,87.9154079,24.1691843,13.5951662,51.0574018,12.0845921,11.7824773,0.6042296,0,0,
S01012753,100,87.4418605,12.0930233,12.5581395,64.6511628,12.5581395,12.5581395,0,0,0,
S01012754,100,95.5223881,12.6865672,37.6865672,45.1492537,4.4776119,3.7313433,0.7462687,0.3731343,0,
S01012755,100,50.5976096,3.9840637,28.2868526,18.3266932,49.0039841,45.4183267,3.187251,0.3984064,0.3984064,
S01012756,100,70.4980843,11.8773946,37.9310345,21.0727969,29.1187739,28.7356322,0.3831418,0,0,
S01012757,100,62.745098,2.4509804,31.8627451,27.4509804,37.254902,37.254902,0,0,0,
S01012758,100,82.7205882,18.3823529,19.8529412,44.4852941,17.2794118,16.9117647,0,0.3676471,0,
S01012759,100,70.8683473,6.162465,18.487395,46.2184874,28.2913165,28.2913165,0.8403361,0,0,
S01012760,100,55.1643192,7.0422535,25.8215962,22.3004695,44.8356808,44.3661972,0,0.4694836,0,
S01012761,100,70.3389831,11.299435,11.8644068,46.3276836,30.5084746,30.5084746,0,0,0,
S01012762,100,90.9395973,16.1073826,12.7516779,62.0805369,9.0604027,8.0536913,1.0067114,0,0,
S01012763,100,91.5343915,4.7619048,14.2857143,72.4867725,7.9365079,7.9365079,0,0.5291005,1.0582011,
S01012764,100,91.3432836,8.6567164,17.0149254,65.6716418,8.6567164,7.761194,0.2985075,0.5970149,0,
S01012765,100,98.2758621,23.4482759,36.8965517,37.9310345,2.0689655,1.7241379,0,0.3448276,0,
S01012766,100,96.978022,20.0549451,24.4505495,53.5714286,2.7472527,2.7472527,0,0,0.2747253,
S01012767,100,99.5475113,26.2443439,72.39819,0.9049774,0.4524887,0.4524887,0,0,0,
S01012768,100,97.6027397,29.109589,67.1232877,1.369863,2.3972603,2.3972603,0,0,0,
S01012769,100,97.2413793,60,28.9655172,8.2758621,4.8275862,4.8275862,0,0,0,
S01012770,100,72.6392252,17.1912833,16.2227603,39.2251816,28.3292978,25.4237288,0.4842615,0.968523,0,
S01012771,100,56.9491525,9.1525424,27.7966102,15.9322034,44.4067797,43.3898305,1.3559322,0,0,
S01012772,100,96.8531469,8.041958,13.6363636,75.1748252,3.1468531,3.1468531,0,0,0,
S01012773,100,86.7788462,14.1826923,40.3846154,32.9326923,13.2211538,12.7403846,0.4807692,0,0,
S01012774,100,58.1339713,10.2870813,32.2966507,16.2679426,41.8660287,41.3875598,0.7177033,0,0,
S01012775,100,71.6346154,8.1730769,56.7307692,5.7692308,28.3653846,27.8846154,0,0.9615385,0,
S01012776,100,73.1391586,1.618123,17.4757282,54.0453074,26.8608414,26.8608414,0,0,0,
S01012777,100,82.3076923,21.2820513,38.7179487,21.5384615,17.6923077,16.4102564,0.5128205,1.025641,0,
S01012778,100,76.2411348,5.6737589,47.8723404,23.0496454,23.4042553,23.4042553,0,0,0,
S01012779,100,46.0526316,2.6315789,20.1754386,23.245614,55.2631579,55.2631579,0,0,0,
S01012780,100,37.4213836,5.3459119,18.5534591,13.2075472,64.1509434,63.2075472,0.6289308,0.3144654,0,
S01012781,100,62.0772947,18.5990338,21.9806763,21.0144928,37.6811594,36.7149758,0.7246377,0.9661836,0,
S01012782,100,35.4085603,1.1673152,26.848249,6.2256809,64.5914397,64.5914397,0,0,0,
S01012783,100,37.1165644,2.1472393,33.1288344,1.8404908,62.8834356,61.6564417,0.6134969,0.6134969,0,
S01012784,100,51.3043478,6.0869565,20.5797101,24.6376812,48.115942,47.5362319,0.2898551,0,0.5797101,
S01012785,100,27.5675676,1.8918919,16.4864865,8.3783784,73.5135135,71.3513514,1.8918919,0,0.2702703,
S01012786,100,8.7671233,2.739726,3.8356164,2.1917808,91.2328767,90.4109589,0.8219178,0.5479452,0,
S01012787,100,64.6788991,16.0550459,29.8165138,20.1834862,35.3211009,35.3211009,0,0,0,
S01012788,100,86.3970588,6.6176471,58.8235294,22.0588235,12.1323529,11.0294118,0.7352941,0,0.3676471,
S01012789,100,77.6435045,18.1268882,28.7009063,30.2114804,22.3564955,22.0543807,0,0,0,
S01012790,100,52.0634921,32.6984127,6.6666667,12.6984127,49.2063492,48.8888889,0.3174603,0,0,
S01012791,100,75,31.25,40.1785714,2.0833333,25,23.5119048,0.8928571,0,0,
S01012792,100,50.617284,3.0864198,22.4279835,24.8971193,48.9711934,47.9423868,0.4115226,0,0.4115226,
S01012793,100,30.7692308,3.5714286,20.0549451,8.2417582,68.4065934,65.1098901,1.6483516,1.6483516,0.2747253,
S01012794,100,13.4177215,2.278481,6.0759494,4.0506329,86.3291139,86.0759494,0.2531646,0,0.2531646,
S01012795,100,70,4.2222222,38,27.7777778,30,30,0,0,0,
S01012796,100,81.2883436,7.3619632,41.7177914,32.208589,18.7116564,18.7116564,0,0,0,
S01012797,100,90.5594406,3.8461538,44.4055944,41.958042,8.7412587,8.3916084,0,0,0.6993007,
S01012798,100,63.4573304,48.5776805,10.2844639,4.595186,36.5426696,35.0109409,2.1881838,0,0,
S01012799,100,55.4245283,41.0377358,9.6698113,4.4811321,44.8113208,38.4433962,6.1320755,0,0,
S01012800,100,61.7571059,49.0956072,10.0775194,2.8423773,38.2428941,34.625323,3.3591731,0.2583979,0,
S01012801,100,16.8674699,11.2449799,4.4176707,1.2048193,83.5341365,75.502008,4.0160643,2.4096386,0,
S01012802,100,98.5576923,94.2307692,1.9230769,0,2.8846154,2.8846154,0.4807692,0.4807692,0,
S01012803,100,99.6124031,53.4883721,34.1085271,12.0155039,0.3875969,0.3875969,0,0,0,
S01012804,100,96.969697,17.8787879,33.030303,46.0606061,2.7272727,2.7272727,0,0,0.3030303,
S01012805,100,96.1643836,4.3835616,38.0821918,55.3424658,3.8356164,3.8356164,0,0,0,
S01012806,100,95.7957958,36.6366366,10.2102102,48.3483483,4.8048048,3.9039039,0.9009009,0,0,
S01012807,100,85.1528384,76.419214,5.2401747,2.6200873,15.720524,15.720524,0,0,0,
S01012808,100,66.961326,40.3314917,7.5138122,19.1160221,32.7071823,31.3812155,0.9944751,0.3314917,0,
S01012809,100,33.1378299,21.1143695,7.3313783,4.6920821,67.7419355,61.5835777,3.5190616,2.6392962,0,
S01012810,100,31.408776,9.4688222,8.3140878,13.8568129,68.591224,67.2055427,0.4618938,0.2309469,0,
S01012811,100,77.002584,18.6046512,11.369509,47.0284238,22.997416,21.4470284,1.2919897,0,0,
S01012812,100,77.8169014,21.1267606,12.3239437,44.3661972,22.1830986,21.8309859,0.3521127,0,0,
S01012813,100,90.1477833,51.7241379,20.9359606,17.2413793,9.1133005,6.6502463,2.4630542,0,0,
S01012814,100,97.6119403,41.4925373,41.4925373,15.5223881,1.4925373,1.4925373,0,0,0,
S01012815,100,84.6153846,68.3431953,14.2011834,2.0710059,15.0887574,15.0887574,0,0,0.591716,
S01012816,100,82.6839827,28.5714286,29.004329,25.1082251,16.8831169,16.8831169,0,0,0,
S01012817,100,98.2857143,85.1428571,11.4285714,1.7142857,1.1428571,1.1428571,0,0,0.5714286,
S01012818,100,98.9090909,70.1818182,6.1818182,22.5454545,1.0909091,0.7272727,0.3636364,0,0,
S01012819,100,45.505618,4.7752809,6.4606742,34.2696629,54.2134831,53.6516854,0.8426966,0.2808989,0,
S01012820,100,98.3268983,64.2213642,23.8095238,10.2316602,1.6731017,1.5444015,0.0643501,0.1287001,0,
S01012821,100,90.1515152,62.5,23.4848485,5.6818182,9.8484848,9.469697,0,0.3787879,0,
S01012822,100,21.0300429,6.4377682,8.583691,6.0085837,77.6824034,77.2532189,0,0.8583691,0,
S01012823,100,97.5265018,35.335689,53.0035336,9.8939929,2.4734982,2.1201413,0.3533569,0,0,
S01012824,100,80.5243446,18.3520599,15.7303371,45.3183521,19.4756554,19.4756554,0,0,0,
S01012825,100,45.6349206,14.2857143,20.6349206,10.7142857,54.3650794,53.5714286,0.7936508,0,0,
S01012826,100,77.4336283,11.0619469,57.079646,9.2920354,22.5663717,22.1238938,0.4424779,0,0,
S01012827,100,94.5378151,60.5042017,30.6722689,0.4201681,6.302521,5.0420168,0.8403361,0.4201681,0,
S01012828,100,78.3933518,40.9972299,9.1412742,28.2548476,22.7146814,22.1606648,0,0,0,
S01012829,100,70.9677419,7.0381232,36.9501466,26.9794721,29.0322581,27.8592375,0.5865103,0,0,
S01012830,100,65,20,35.9375,9.0625,35.9375,35.9375,0,0,0,
S01012831,100,65,4.7058824,55.2941176,5,35,34.7058824,0.2941176,0,0,
S01012832,100,94.8616601,13.0434783,44.2687747,37.5494071,5.1383399,5.1383399,0,0,0,
S01012833,100,88.0503145,6.2893082,37.4213836,44.3396226,11.9496855,11.9496855,0,0,0,
S01012834,100,62.1359223,12.6213592,42.394822,7.1197411,37.8640777,35.2750809,0.6472492,0,0.6472492,
S01012835,100,56.7757009,10.9813084,32.4766355,13.317757,43.2242991,41.1214953,2.5700935,0.2336449,0,
S01012836,100,96.6101695,71.6101695,10.5932203,15.6779661,2.9661017,2.9661017,0,0,0,
S01012837,100,48.2876712,3.7671233,19.8630137,24.6575342,51.7123288,51.369863,0.3424658,0,0,
S01012838,100,19.5652174,2.9891304,8.9673913,7.6086957,79.6195652,79.8913043,0.2717391,0.2717391,0,
S01012839,100,76.816609,18.6851211,43.9446367,15.2249135,23.183391,22.8373702,0.3460208,0,0,
S01012840,100,86.0841424,67.961165,14.2394822,3.8834951,14.2394822,14.2394822,0,0,0,
S01012841,100,82.0717131,19.5219124,54.1832669,8.3665339,17.1314741,17.5298805,0.7968127,0,0,
S01012842,100,83.0985915,17.8403756,31.4553991,31.9248826,16.9014085,13.6150235,3.286385,0,0,
S01012843,100,86.8571429,21.7142857,60.2857143,3.7142857,14.2857143,12.2857143,2,0,0,
S01012844,100,87.3517787,20.1581028,66.0079051,1.1857708,12.2529644,1.9762846,10.2766798,0,0.3952569,
S01012845,100,57.6470588,16.4705882,31.7647059,10.2941176,41.4705882,34.4117647,6.7647059,0.2941176,0,
S01012846,100,18.9083821,2.5341131,14.0350877,1.9493177,81.0916179,79.1423002,0,1.754386,0,
S01012847,100,60.8856089,18.0811808,39.8523985,2.9520295,38.0073801,37.6383764,1.4760148,0,0,
S01012848,100,83.0708661,21.2598425,49.6062992,12.2047244,18.503937,16.9291339,1.5748031,0,0,
